[2016/2/2 - 14:22:17] * Ong Gia da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/2/6 - 22:11:15] * Mister Huy da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/6 - 22:28:45] * Kun Star da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/6 - 22:28:52] * Kun Star da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/6 - 22:28:55] * Kun Star da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/6 - 22:28:57] * Kun Star da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/6 - 22:28:59] * Kun Star da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/6 - 22:29:01] * Kun Star da nhan duoc 3 firework, chuc vui ve!
[2016/2/6 - 22:29:03] * Kun Star da nhan duoc $100,000, chuc vui ve!
[2016/2/6 - 22:29:05] * Kun Star da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/6 - 22:32:25] * Mister Huy da nhan duoc $100,000, chuc vui ve!
[2016/2/6 - 22:32:27] * Mister Huy da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/6 - 22:32:38] * Mister Huy da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/6 - 22:32:38] * Legend Dat da nhan duoc 1 Seven day Silver VIP Voucher, chuc vui ve!
[2016/2/6 - 22:32:42] * Mister Huy da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/6 - 22:33:12] * Mister Huy da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/6 - 22:33:16] * Mister Huy da nhan duoc 1 Firstaid, chuc vui ve!
[2016/2/6 - 22:33:27] * Mister Huy da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/6 - 22:33:29] * Mister Huy da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/6 - 22:33:32] * Mister Huy da nhan duoc 5 VIP Token, chuc vui ve!
[2016/2/6 - 22:33:33] * Mister Huy da nhan duoc 1 Seven day Gold VIP, chuc vui ve!
[2016/2/6 - 22:33:35] * Mister Huy da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/6 - 22:33:44] * Mister Huy da nhan duoc 50 Crack, chuc vui ve!
[2016/2/6 - 22:33:45] * Mister Huy da nhan duoc 1 Seven day Silver VIP, chuc vui ve!
[2016/2/6 - 22:33:48] * Mister Huy da nhan duoc 10000 Material, chuc vui ve!
[2016/2/6 - 22:34:13] * Mister Huy da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/6 - 22:34:15] * Mister Huy da nhan duoc 5 VIP Token, chuc vui ve!
[2016/2/6 - 22:34:16] * Mister Huy da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/6 - 22:34:18] * Mister Huy da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:18:42] * hello robi da nhan duoc 1 Firstaid, chuc vui ve!
[2016/2/7 - 14:18:45] * hello robi da nhan duoc 1 Platinum VIP Voucher, chuc vui ve!
[2016/2/7 - 14:18:47] * hello robi da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 14:18:59] * pro Khoihoi da nhan duoc 1 Firstaid, chuc vui ve!
[2016/2/7 - 14:19:44] * Robbie Williams da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:20:36] * NguyenLan Anh da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:20:47] * TamNguyen KuBin da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:20:49] * TamNguyen KuBin da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 14:20:50] * TamNguyen KuBin da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 14:20:51] * TamNguyen KuBin da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 14:20:52] * TamNguyen KuBin da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:20:54] * TamNguyen KuBin da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 14:20:59] * NguyenLan Anh da nhan duoc mot Laser, chuc vui ve!
[2016/2/7 - 14:21:08] * TamNguyen KuBin da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:21:09] * TamNguyen KuBin da nhan duoc $100,000, chuc vui ve!
[2016/2/7 - 14:21:11] * TamNguyen KuBin da nhan duoc 1 Firstaid, chuc vui ve!
[2016/2/7 - 14:21:12] * TamNguyen KuBin da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 14:21:14] * TamNguyen KuBin da nhan duoc 5 VIP Token, chuc vui ve!
[2016/2/7 - 14:21:28] * Goodboy eccf da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 14:22:07] * TamNguyen KuBi da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:22:10] * TamNguyen KuBi da nhan duoc 10000 Material, chuc vui ve!
[2016/2/7 - 14:22:11] * TamNguyen KuBi da nhan duoc 1 Car Slot, chuc vui ve!
[2016/2/7 - 14:22:12] * TamNguyen KuBi da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:22:14] * TamNguyen KuBi da nhan duoc 1 Seven day Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:22:15] * TamNguyen KuBi da nhan duoc 3 firework, chuc vui ve!
[2016/2/7 - 14:22:17] * TamNguyen KuBi da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 14:22:32] * TamNguyen KuBi da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:22:34] * TamNguyen KuBi da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:22:35] * TamNguyen KuBi da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:22:37] * TamNguyen KuBi da nhan duoc 5 Respect Point, chuc vui ve!
[2016/2/7 - 14:22:39] * TamNguyen KuBi da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 14:22:46] * TamNguyen KuBi da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 14:22:47] * Luvias doo da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:23:43] * TamNguyen KuB da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 14:23:45] * TamNguyen KuB da nhan duoc 10000 Material, chuc vui ve!
[2016/2/7 - 14:23:46] * TamNguyen KuB da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 14:23:47] * TamNguyen KuB da nhan duoc 100 Pot, chuc vui ve!
[2016/2/7 - 14:23:49] * TamNguyen KuB da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:23:50] * TamNguyen KuB da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:24:06] * TamNguyen KuB da nhan duoc 1 Armour, chuc vui ve!
[2016/2/7 - 14:24:08] * TamNguyen KuB da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 14:24:10] * TamNguyen KuB da nhan duoc 1 Seven day Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:24:12] * TamNguyen KuB da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:24:15] * TamNguyen KuB da nhan duoc 1 Armour, chuc vui ve!
[2016/2/7 - 14:24:25] * TamNguyen KuB da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:26:06] * TamNguyen Ku da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:26:08] * TamNguyen Ku da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:26:10] * TamNguyen Ku da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 14:26:13] * TamNguyen Ku da nhan duoc 1 Armour, chuc vui ve!
[2016/2/7 - 14:26:16] * TamNguyen Ku da nhan duoc 1 Platinum VIP Voucher, chuc vui ve!
[2016/2/7 - 14:26:18] * TamNguyen Ku da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 14:26:19] * TamNguyen Ku da nhan duoc 5 VIP Token, chuc vui ve!
[2016/2/7 - 14:26:21] * TamNguyen Ku da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:26:22] * TamNguyen Ku da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:26:24] * TamNguyen Ku da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:26:56] * TamNguyen Ku da nhan duoc 100 Pot, chuc vui ve!
[2016/2/7 - 14:26:57] * TamNguyen Ku da nhan duoc $100,000, chuc vui ve!
[2016/2/7 - 14:27:00] * TamNguyen Ku da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:27:00] * Harry Jinrr da nhan duoc 1 Platinum VIP Voucher, chuc vui ve!
[2016/2/7 - 14:30:03] * TamNguyen Kux da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:30:05] * TamNguyen Kux da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 14:30:06] * TamNguyen Kux da nhan duoc $100,000, chuc vui ve!
[2016/2/7 - 14:30:07] * TamNguyen Kux da nhan duoc $100,000, chuc vui ve!
[2016/2/7 - 14:30:09] * TamNguyen Kux da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:30:10] * TamNguyen Kux da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:30:12] * TamNguyen Kux da nhan duoc 1 Seven day Silver VIP, chuc vui ve!
[2016/2/7 - 14:30:14] * Nam Silver da nhan duoc 1 Firstaid, chuc vui ve!
[2016/2/7 - 14:30:27] * Nam Silver da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:30:28] * TamNguyen Kux da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 14:30:29] * Deninis AnDerson da nhan duoc 1 Seven day Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:30:30] * TamNguyen Kux da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:30:32] * Nam Silver da nhan duoc 1 Seven day Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:30:33] * TamNguyen Kux da nhan duoc mot Laser, chuc vui ve!
[2016/2/7 - 14:30:35] * TamNguyen Kux da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:30:36] * TamNguyen Kux da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 14:30:38] * Nam Silver da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:30:38] * TamNguyen Kux da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:30:40] * TamNguyen Kux da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:30:43] * Nam Silver da nhan duoc 5 Respect Point, chuc vui ve!
[2016/2/7 - 14:30:52] * Nam Silver da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:30:59] * Nam Silver da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 14:31:17] * Nam Silver da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 14:31:23] * Nam Silver da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 14:31:30] * Nam Silver da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:31:36] * Nam Silver da nhan duoc 1 Car Slot, chuc vui ve!
[2016/2/7 - 14:32:04] * Deninis AnDers da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 14:32:51] * TamNguyen Kuxx da nhan duoc 5 VIP Token, chuc vui ve!
[2016/2/7 - 14:32:55] * TamNguyen Kuxx da nhan duoc 1 Seven day Gold VIP, chuc vui ve!
[2016/2/7 - 14:32:57] * TamNguyen Kuxx da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:32:59] * TamNguyen Kuxx da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 14:33:01] * TamNguyen Kuxx da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:33:02] * TamNguyen Kuxx da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:33:03] * TamNguyen Kuxx da nhan duoc 1 Seven day Gold VIP, chuc vui ve!
[2016/2/7 - 14:33:05] * TamNguyen Kuxx da nhan duoc 1 Platinum VIP Voucher, chuc vui ve!
[2016/2/7 - 14:33:21] * TamNguyen Kuxx da nhan duoc 100 Pot, chuc vui ve!
[2016/2/7 - 14:33:22] * TamNguyen Kuxx da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:33:23] * TamNguyen Kuxx da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:33:25] * TamNguyen Kuxx da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:34:08] * Dizz Niica da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:34:13] * Dizz Niica da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:34:16] * Dizz Niica da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:34:18] * Dizz Niica da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:34:20] * Dizz Niica da nhan duoc 3 firework, chuc vui ve!
[2016/2/7 - 14:34:21] * Dizz Niica da nhan duoc 1 Armour, chuc vui ve!
[2016/2/7 - 14:34:23] * Dizz Niica da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 14:34:25] * Dizz Niica da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 14:34:29] * Dizz Niica da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 14:34:31] * Dizz Niica da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:34:33] * Dizz Niica da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 14:34:34] * Dizz Niica da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 14:35:08] * TamNguyen Kuxxx da nhan duoc 10000 Material, chuc vui ve!
[2016/2/7 - 14:35:10] * TamNguyen Kuxxx da nhan duoc 1 Armour, chuc vui ve!
[2016/2/7 - 14:35:11] * TamNguyen Kuxxx da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 14:35:13] * TamNguyen Kuxxx da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:35:14] * TamNguyen Kuxxx da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:35:16] * TamNguyen Kuxxx da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 14:35:17] * TamNguyen Kuxxx da nhan duoc $100,000, chuc vui ve!
[2016/2/7 - 14:35:31] * TamNguyen Kuxxx da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 14:35:32] * TamNguyen Kuxxx da nhan duoc mot Laser, chuc vui ve!
[2016/2/7 - 14:35:34] * TamNguyen Kuxxx da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 14:35:35] * TamNguyen Kuxxx da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:35:37] * TamNguyen Kuxxx da nhan duoc 5 VIP Token, chuc vui ve!
[2016/2/7 - 14:36:13] * tran  ga  me da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:36:20] * Phap SiuNhon da nhan duoc 1 Seven day Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:36:22] * Phap SiuNhon da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 14:36:24] * Phap SiuNhon da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 14:36:25] * Phap SiuNhon da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 14:36:27] * Phap SiuNhon da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:36:32] * Phap SiuNhon da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:39:55] * Aconlont Spatex da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 14:39:58] * Aconlont Spatex da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 14:40:00] * Aconlont Spatex da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:40:01] * Aconlont Spatex da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:40:02] * Aconlont Spatex da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:40:03] * Aconlont Spatex da nhan duoc 10000 Material, chuc vui ve!
[2016/2/7 - 14:40:05] * Aconlont Spatex da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 14:40:07] * Aconlont Spatex da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 14:46:15] * Tortugas Ella da nhan duoc 5 Respect Point, chuc vui ve!
[2016/2/7 - 14:46:17] * Dark Eagle da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 14:46:33] * Tortugas Ella da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 14:56:49] * Kent Dolce da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 14:56:55] * Kent Dolce da nhan duoc 10000 Material, chuc vui ve!
[2016/2/7 - 14:56:59] * Kent Dolce da nhan duoc 3 firework, chuc vui ve!
[2016/2/7 - 14:57:03] * Kent Dolce da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 14:57:18] * xBoss Hades da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 14:58:58] * Kelvin Dat da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 15:00:08] * Minh Anh da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 15:00:13] * Minh Anh da nhan duoc 100 Pot, chuc vui ve!
[2016/2/7 - 15:00:15] * Minh Anh da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 15:00:17] * Minh Anh da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 15:00:19] * Minh Anh da nhan duoc 3 firework, chuc vui ve!
[2016/2/7 - 15:00:20] * xBoss Tan da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 15:00:21] * Minh Anh da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 15:00:24] * Minh Anh da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:00:25] * Minh Anh da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 15:00:27] * Minh Anh da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:00:30] * Minh Anh da nhan duoc 1 Firstaid, chuc vui ve!
[2016/2/7 - 15:00:32] * Minh Anh da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 15:00:46] * Minh Anh da nhan duoc 1 Car Slot, chuc vui ve!
[2016/2/7 - 15:02:20] * Minh Hieu da nhan duoc 1 Armour, chuc vui ve!
[2016/2/7 - 15:02:23] * Minh Hieu da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:02:25] * Minh Hieu da nhan duoc 1 Car Slot, chuc vui ve!
[2016/2/7 - 15:02:27] * Minh Hieu da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 15:02:28] * Minh Hieu da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 15:02:30] * Minh Hieu da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 15:02:31] * Minh Hieu da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 15:02:32] * Minh Hieu da nhan duoc 10000 Material, chuc vui ve!
[2016/2/7 - 15:02:42] * Luvias Do da nhan duoc 1 Car Slot, chuc vui ve!
[2016/2/7 - 15:02:44] * Luvias Do da nhan duoc 3 firework, chuc vui ve!
[2016/2/7 - 15:02:46] * Luvias Do da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 15:02:47] * Minh Hieu da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:02:48] * Luvias Do da nhan duoc 1 Seven day Silver VIP, chuc vui ve!
[2016/2/7 - 15:02:49] * Minh Hieu da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 15:02:51] * Minh Hieu da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 15:09:54] * Tortugas Ella da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 15:10:03] * Anonymous Tai da nhan duoc 1 Mo khoa newbie, chuc vui ve!
[2016/2/7 - 15:11:30] * Tortugas Ella da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 15:13:04] * Anonymous Tai da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 15:13:14] * Anonymous Tai da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 15:13:16] * Anonymous Tai da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 15:13:18] * Anonymous Tai da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 15:13:25] * Anonymous Tai da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 15:13:28] * Anonymous Tai da nhan duoc 10000 Material, chuc vui ve!
[2016/2/7 - 15:13:31] * Anonymous Tai da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 15:13:32] * Bao Dolce da nhan duoc 5 Respect Point, chuc vui ve!
[2016/2/7 - 15:13:34] * Anonymous Tai da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 15:13:38] * Anonymous Tai da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 15:13:41] * Anonymous Tai da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 15:13:49] * Anonymous Tai da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 15:13:55] * Anonymous Tai da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:13:59] * Anonymous Tai da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:14:03] * Anonymous Tai da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 15:14:03] * MInh duc da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 15:14:08] * Anonymous Tai da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 15:14:12] * Anonymous Tai da nhan duoc 20 Paintball Token, chuc vui ve!
[2016/2/7 - 15:14:16] * Anonymous Tai da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 15:14:20] * Anonymous Tai da nhan duoc 5 Respect Point, chuc vui ve!
[2016/2/7 - 15:14:24] * Anonymous Tai da nhan duoc 50 Crack, chuc vui ve!
[2016/2/7 - 15:14:27] * Anonymous Tai da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 15:14:42] * Anonymous Tai da nhan duoc $100,000, chuc vui ve!
[2016/2/7 - 15:14:51] * Anonymous Tai da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 15:14:54] * Anonymous Tai da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 15:16:16] * Anonymous Tai da nhan duoc 3 firework, chuc vui ve!
[2016/2/7 - 15:16:18] * Anonymous Tai da nhan duoc 1 Platinum VIP Voucher, chuc vui ve!
[2016/2/7 - 15:16:21] * Anonymous Tai da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:16:24] * Anonymous Tai da nhan duoc 1 Car Slot, chuc vui ve!
[2016/2/7 - 15:16:27] * Anonymous Tai da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:16:40] * Anonymous Tai da nhan duoc 1 Firstaid, chuc vui ve!
[2016/2/7 - 15:16:43] * Ho Kinh da nhan duoc $100,000, chuc vui ve!
[2016/2/7 - 15:16:44] * Anonymous Tai da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/2/7 - 15:16:47] * Ho Kinh da nhan duoc 5 Respect Point, chuc vui ve!
[2016/2/7 - 15:16:49] * Ho Kinh da nhan duoc 1 Seven day Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 15:16:55] * Ho Kinh da nhan duoc 10000 Material, chuc vui ve!
[2016/2/7 - 15:16:57] * Ho Kinh da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 15:17:21] * ACE Heineken da nhan duoc 1 Platinum VIP Voucher, chuc vui ve!
[2016/2/7 - 15:17:26] * ACE Heineken da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:17:29] * MInh duc da nhan duoc 5 VIP Token, chuc vui ve!
[2016/2/7 - 15:17:33] * ACE Heineken da nhan duoc 1 Seven day Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 15:17:34] * Ho Kinh da nhan duoc 3 firework, chuc vui ve!
[2016/2/7 - 15:17:37] * ACE Heineken da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 15:17:42] * ACE Heineken da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 15:17:46] * ACE Heineken da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 15:17:50] * ACE Heineken da nhan duoc 1 Seven day Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:18:11] * ACE Heineken da nhan duoc 1 Quang cao uu tien Voucher, chuc vui ve!
[2016/2/7 - 15:18:15] * ACE Heineken da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
[2016/2/7 - 15:18:20] * ACE Heineken da nhan duoc mot Laser, chuc vui ve!
[2016/2/7 - 15:20:50] * Black Snow da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 15:24:20] * Black Snow da nhan duoc 1 Gift Reset Voucher, chuc vui ve!
[2016/2/7 - 15:24:22] * Black Snow da nhan duoc 1000 Credit, chuc vui ve!
[2016/2/7 - 15:24:23] * Black Snow da nhan duoc mot Laser, chuc vui ve!
[2016/2/7 - 15:24:24] * Black Snow da nhan duoc 1 Firstaid, chuc vui ve!
[2016/2/7 - 15:24:26] * Black Snow da nhan duoc mot Custom Toy, chuc vui ve!
[2016/2/7 - 15:24:39] * Thuong Tran da nhan duoc 1 rimkit, chuc vui ve!
[2016/2/7 - 15:24:46] * Black Snow da nhan duoc mot Laser, chuc vui ve!
[2016/2/7 - 15:24:47] * Dark Eagle da nhan duoc 1 Mot thang dung Silver VIP Voucher, chuc vui ve!
[2016/2/7 - 15:24:48] * Black Snow da nhan duoc 1 Toy Slot, chuc vui ve!
[2016/2/7 - 15:24:50] * Black Snow da nhan duoc 1 Car Voucher, chuc vui ve!
[2016/2/7 - 15:24:52] * Black Snow da nhan duoc 1 Mot thang dung Gold VIP Voucher, chuc vui ve!
